R_cpd,SAT01,SAT02,SAT03,SAT04,SAT05,SAT06,SAT07,SAT08,SAT09,SAT10,SAT11,SAT12,SAT13,SAT14,SAT15,SAT16,SAT17,SAT18,SAT19,SAT20,SAT21,SAT22,SAT23,SAT24,SAT25,SAT26,SAT27,SAT28,SAT29,SAT30,SAT31,SAT32,SAT33,SAT34,SAT35,SAT36,SAT37,SAT38,SAT39,SAT40,SAT41,SAT42
C20_1,0.191694076,0.006585855,0.070523798,0,0.022666838,0.011764501,0.015523381,0,0,0.013097819,,0.019819824,0.002399434,0.028284616,0.00831625,0.002505257,,0.008326262,0.016725026,0,0,0.000202029,0.048963392,0.001007436,0.182231142,0.001366157,0.002141075,0,0.041089261,0,0.001457053,0.101573462,0,0,0.148270522,0,0.000805508,0.356245491,0,0.001148697,0,0.12456253
C21_0,0,0.005661573,0,0,0.025963832,0.018509809,0,0.000306802,0.01766264,0.031322542,,0.027181085,0,0,0.010229277,0.005065897,,0,0,0,0.008494987,0.007998213,0.002880834,0.003765034,0,0,0.002712447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C20_2n6,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C20_3n6c,0,0,0,0,0,0,0,0,0.006339756,0,,0.006215163,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C22_0,0.067444766,0.072586985,0.070190564,0.461511439,0.32077087,0.23962381,0.437903642,0.378692568,0.264856222,0.239023573,,0.575455149,0.082608112,0.311334666,0.227995461,0.235977249,,0.14657517,0.195704008,0.078890951,0.203105901,0.211061617,0.227618851,0.285156061,0.048079596,0.038058891,0.083256835,0.104568004,0.024515338,0.070986909,0.160464611,0.027823171,0.087927563,0.125950967,0.052239537,0,0,0.093979744,0.017772408,0.016017048,0.123754465,0.07633066
C20_3n3c,0,0.029185272,0.117043566,0.047947486,0.034826431,0.019471544,0.03832244,0.084412495,0.186286362,0.038255638,,0.0515988,0,0.007568096,0,0.005187016,,0.033086322,0,0.000586534,0,0,0.082563663,0.005626578,0,0.000722294,0,0.010392592,0,0,0,0.084834903,0,0,0.021572069,0,0,0,0,0.003027408,0,0.008102828
C20_4n6c,0.111913417,0.014907096,0.037355006,0,0,0.035075797,0.027788798,0.180050225,0.150208311,0.048778086,,0.063127619,0.002437042,0.011988829,0.071894307,0.008807967,,0,0.014439098,0,0.126071333,0.063610614,0.128946376,0.00920904,0.014903667,0.003568038,0,0,0.00850873,0,0,0.105180474,0,0,0.027676829,0,0,0.140260775,0,0.006416861,0,0.01102745
C22_1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C23_0,0.001325329,0.003139181,0.004327975,0.009355607,0.043122277,0.025324686,0.012267257,0.03759492,0.038271259,0.021667654,,0.030919488,0,0,0.043472809,0.011675529,,0.015807274,0,0,0.032146449,0.048250422,0.016653123,0.036975361,0,0,0,0.00236636,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c22_2,0,0,0,0,0,0,0,0,0.035548718,0,,0,0,0,0,0,,0,0.006239721,0,0,0,5.95481E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C20_5n3,0.024362322,0.007372358,0.023316558,0,0.001994968,0.003167688,0.001256072,0.006798607,0.087023316,0.013063687,,0.016979575,0,0.006221927,0,0,,0.005826751,0.147937342,0,0,0,0,0.000892391,0,0,0,0,0,0,0,0.018924866,0,0,0,0,0,0,0,0.000847934,0.004022383,0
C24_0,0.081667328,0.05900297,0.086068376,0.537544796,0.323366408,0.305094254,0.524406556,0.511296331,0.34081392,0.296059189,,0.54005942,0.065743233,0.328704207,0.268263074,0.207313876,,0.156990371,0.23268529,0.01763566,0.232975467,0.294073947,0.170212453,0.257832091,0.047919567,0.037092625,0.070089838,0.093240492,0.032341037,0.065973351,0.192226624,0,0.068666654,0.103650384,0.030961974,0,0,0.077222876,0.015029048,0.070397455,0.153205158,0.060563636
C24_1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.00147493,,0,0,0,0,0,0,0.002570152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25_0,0,0.001945185,0.001186189,0.026811945,0.010277156,0.007071892,0.076119309,0.014810094,0.010200421,0.008623819,,0.029157548,0.002719761,0.001393502,0.019203713,0.014574273,,0.008386913,0.000796229,0.000652095,0.006817356,0.007694402,0.000263241,0.004385011,0,0.000424743,0.002488687,0.00095874,0.000434095,0.000622878,0,0.001403191,0.000108599,0,0,0.001644769,0.001260001,0,0.000103196,0.002135362,0.001518318,0.000107404
C26_0,0,0.0463798,0.006376534,0.10719438,0.157195346,0.122160233,0.147715733,0.225835244,0.163349095,0.075968183,,0.160895786,0.031788119,0.067886979,0.095695462,0.050386462,,0.063981959,0.068011037,0.005783465,0.0431635,0.06556355,0.042667271,0.123521959,0.012140734,0.009641453,0.00424521,0.004358036,0.03532669,0.040311288,0.053602527,0.000417044,0.005612118,0.131585849,0.003738207,9.92964E-05,0.000740832,0.035878611,0.000398724,0.004628328,0.053079622,0.006484105
C22_6n3c,0,0.000770224,0.001492322,0,0.000237903,0.000418225,0.005926492,0.000793033,5.99305E-05,0.003108013,,0.001878252,0,0.001332385,0.000974336,0,,0.000283425,0.007965111,0,0,0.000826964,0.001340613,6.3442E-05,0.000249745,0,0.000980593,6.52752E-05,0.000816458,0,0,0,0.000817023,0.000448845,6.30889E-05,0,6.34073E-05,0,0,0,0,0
C27_0,0,0.0005738,0.002312431,0.060776461,0.031392237,0.02386832,0.037573887,0.208992532,0.008415941,0.002604825,,0.07041414,0.004115735,0.01375269,0.010910556,0.000587658,,0.009435548,0.000796898,0,0.00119404,0.000462052,0.000590156,0.001228835,0.000302338,0.000595139,0.000741934,0.000158043,0.000456182,0.002697629,0.000634736,0.00060496,0.000304332,0.000465743,0.000305499,0.001296344,0.001228162,0,0.000289192,0.000145952,0.000163649,0
C28_0,0.0002785,0.001111001,0.000279836,0,0.038616237,0.023107144,0.00873588,0.05390637,0.013204652,0.006864778,,0.014059771,0.003541761,0,0.020554271,0.00455134,,0.009300726,0,0.001929952,0.008091728,0.012673979,0,0.013383524,0.002634269,0.00244868,0.000718273,0.000612011,0.002355383,0.001536235,0,0,0.000147313,0.000300593,0.000147878,0,0.000594498,0.005318852,0,0,0.000792149,0.000145693
C29_0,0,0,0,0,0.006079516,0.008957206,0.003330845,0.035889286,0,0.00122191,,0.0081201,0.000143013,0.001592918,0.0020749,0,,0.000804758,0.000149528,0,0,0.000144498,0,0,0,0,0.000696075,0,0,0,0,0.000141892,0,0,0,0,0,0,0,0,0,0
C30_0,0,0.00034813,0.001008388,0.002068093,0.01293029,0.019834769,0.007494103,0.082082503,0.005898347,0.002458356,,0.021582968,0.000924835,0.000257527,8.94532E-05,0.000757643,,0.006193016,0,0.000251977,0,0.000654107,0,0.002469621,9.17158E-05,0.000631884,9.00277E-05,0,0,0,0.000529513,0,0,9.41902E-05,9.26744E-05,8.73894E-05,0.000651995,0.000360357,0,0.000354202,0,0.000228263
