,SAT01,SAT10,SAT11,SAT12,SAT13,SAT14,SAT15,SAT16,SAT17,SAT18,SAT19,SAT02,SAT20,SAT21,SAT22,SAT23,SAT24,SAT25,SAT26,SAT27,SAT28,SAT29,SAT03,SAT30,SAT31,SAT32,SAT33,SAT34,SAT35,SAT36,SAT37,SAT38,SAT39,SAT04,SAT40,SAT41,SAT42,SAT05,SAT06,SAT07,SAT08,SAT09,taxonomy
Otu1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,Bacteria;Chloroflexi;Chloroflexia;Kallotenuales;AKIW781;uncultured bacterium
Otu113,6,35,16,20,26,7,1,60,17,23,20,7,21,14,30,44,22,4,9,13,19,13,7,15,14,1,1,8,6,1,2,5,1,42,8,7,3,8,7,33,49,33,Bacteria;Acidobacteria;Subgroup 6
Otu1532,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,4,0,2,0,0,0,0,0,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium
Otu2155,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae
Otu25,7,61,12,7,5,10,1,11,20,61,48,7,130,33,33,25,55,6,45,112,137,12,8,52,24,12,78,47,30,20,60,24,7,5,32,116,18,16,4,16,15,68,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;uncultured bacterium
Otu2965,0,2,1,6,5,3,3,2,0,0,2,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,4,0,0,0,4,3,4,1,0,Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacteraceae (Subgroup 3);Candidatus Solibacter
Otu1156,0,1,1,0,0,0,0,1,0,0,1,3,2,1,1,3,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,3,1,Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales
Otu1368,0,0,2,0,0,0,0,0,1,0,1,0,10,1,3,1,0,0,3,4,2,0,2,2,8,1,44,1,8,4,8,1,3,0,4,69,0,11,0,0,0,1,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
Otu1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales
Otu2782,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;uncultured;uncultured bacterium
Otu2451,0,0,0,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae
Otu2175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,6,0,0,2,0,1,0,0,0,0,0,Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae
Otu809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;uncultured;uncultured bacterium
Otu651,1,2,1,1,2,4,0,2,1,1,2,0,2,0,5,1,0,0,0,2,1,1,1,1,0,0,3,2,1,0,1,0,1,1,1,1,0,3,1,2,4,4,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Sorangium;uncultured bacterium
Otu951,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Chloroflexi
Otu2742,0,1,0,1,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;uncultured
Otu1964,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Bacteria;Chloroflexi;Thermomicrobia;JG30-KF-CM45
Otu1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ramlibacter;uncultured organism
Otu578,0,0,8,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,16,0,0,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Variibacter
Otu1484,0,1,0,1,1,0,0,0,0,1,0,4,0,0,0,1,1,0,0,3,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,1,1,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
Otu1089,0,0,0,0,0,3,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae
Otu1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Chloroflexi
Otu1895,0,0,1,0,0,0,1,0,2,1,1,0,1,0,0,0,1,1,1,2,2,2,0,1,0,0,1,2,0,1,1,0,2,0,2,2,0,0,0,0,0,0,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Lautropia;uncultured bacterium
Otu524,1,3,0,0,0,1,0,0,3,1,6,1,2,1,2,0,0,1,0,5,1,3,2,1,7,1,1,2,2,0,5,0,2,1,0,0,1,0,0,0,0,2,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Segetibacter;uncultured bacterium
Otu706,2,0,5,2,0,2,0,1,1,1,2,3,6,3,1,6,3,0,0,2,2,2,3,4,2,2,0,2,2,2,2,1,0,1,2,1,5,10,0,2,0,0,Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae
Otu232,0,0,6,5,2,12,15,8,1,0,2,4,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,7,0,0,0,1,15,6,1,1,Bacteria;Planctomycetes;Phycisphaerae;CPla-3 termite group;uncultured planctomycete
Otu239,0,5,4,7,2,5,5,2,0,3,1,15,2,9,2,17,0,1,0,1,3,0,0,8,2,0,1,0,0,3,1,1,1,12,1,0,2,10,10,34,5,1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae
Otu1342,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;uncultured bacterium
Otu744,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,2,4,4,Bacteria;Acidobacteria;Holophagae;Subgroup 7;uncultured bacterium
Otu2465,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2,0,4,0,0,6,0,3,0,0,0,0,0,Bacteria;Chloroflexi;Thermomicrobia;Sphaerobacterales;Sphaerobacteraceae
Otu539,0,4,1,0,4,1,0,5,1,0,0,0,0,0,3,1,2,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,2,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;MNC12
Otu1199,0,0,0,0,0,1,0,0,3,1,9,0,3,3,1,0,3,0,2,4,1,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;uncultured;uncultured bacterium
Otu3305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Chloroflexi;Chloroflexia;Kallotenuales;AKIW781;uncultured bacterium
Otu865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Chloroflexi;TK10
Otu727,0,2,0,0,2,0,0,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;uncultured bacterium
Otu1838,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Chloroflexi;Chloroflexia;Kallotenuales;AKIW781
Otu2652,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;Tepidisphaeraceae
Otu2573,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Cyanobacteria;ML635J-21;uncultured bacterium
Otu547,4,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,6,3,0,1,0,3,0,1,3,3,0,2,9,3,6,1,1,4,0,4,1,0,0,0,0,Bacteria;Chloroflexi;Gitt-GS-136;uncultured bacterium
Otu121,19,3,1,0,1,0,1,0,12,0,5,1,1,1,0,0,1,4,17,8,9,13,1,2,8,5,7,8,27,19,29,10,9,0,6,2,70,1,0,1,0,3,Bacteria;Armatimonadetes;Armatimonadia;Armatimonadales;uncultured bacterium
Otu347,2,2,0,0,2,0,0,0,5,12,8,0,0,12,14,1,8,3,10,12,11,3,1,4,4,7,6,7,13,8,11,9,9,0,12,5,6,0,0,0,0,1,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;uncultured bacterium
Otu2862,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfurellales
Otu2309,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Chloroflexi
Otu663,3,3,23,24,92,8,43,11,1,0,3,31,0,3,0,12,1,0,1,2,0,0,1,0,0,0,1,2,1,1,4,1,0,13,2,0,0,20,39,8,6,3,Bacteria;Actinobacteria;Actinobacteria;Frankiales;Acidothermaceae;Acidothermus
Otu2283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;uncultured
Otu2524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae (Subgroup 1);uncultured;uncultured bacterium
Otu93,7,20,21,70,34,52,38,35,9,6,13,8,14,6,10,18,11,5,6,7,9,5,3,8,12,2,9,3,2,5,1,1,1,59,5,8,4,23,59,63,52,18,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae
Otu2191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,4,1,0,5,0,0,0,0,1,0,0,0,0,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;uncultured;uncultured bacterium
Otu45,10,9,8,7,17,5,6,18,14,17,22,8,6,12,21,44,23,6,34,8,9,28,6,5,42,6,89,17,8,19,25,10,8,4,19,66,24,35,4,7,2,9,Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;uncultured bacterium
Otu429,0,10,4,4,0,1,1,7,1,1,0,2,9,6,5,1,1,0,0,0,2,1,10,1,0,1,0,0,0,0,0,1,0,19,1,0,0,4,11,6,55,5,Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;Tepidisphaeraceae;uncultured bacterium
Otu336,18,1,1,1,2,1,0,0,3,5,9,0,4,2,4,1,5,18,8,4,5,21,6,4,7,17,11,3,12,26,8,23,6,0,16,3,10,1,1,0,1,3,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales
Otu555,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,1,1,5,0,2,3,2,0,1,2,1,0,0,2,3,3,1,0,0,3,0,5,0,0,0,0,1,Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia
Otu2548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,1,1,0,0,0,0,0,2,0,0,0,0,0,Bacteria;Chloroflexi;Chloroflexia;Kallotenuales;AKIW781
Otu1702,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,4,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Bacteria;Acidobacteria;Subgroup 6
Otu545,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,1,0,4,6,0,0,0,1,5,4,0,1,2,0,0,0,0,2,0,0,1,0,0,Bacteria;Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter;uncultured bacterium
Otu1971,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Armatimonadetes;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;uncultured bacterium
Otu1269,6,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,1,0,1,1,0,4,1,1,1,1,1,3,0,3,3,1,0,0,0,0,0,1,0,0,0,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales
Otu1140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,5,1,2,13,2,3,0,0,0,5,1,0,0,0,0,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rubellimicrobium;uncultured bacterium
Otu1738,0,0,0,4,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae (Subgroup 1);uncultured;uncultured Acidobacteria bacterium
Otu354,0,2,0,0,0,1,0,1,9,3,2,1,1,2,2,3,2,0,0,3,7,2,2,1,0,0,1,5,0,1,2,0,0,0,3,3,0,0,0,0,2,5,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;uncultured bacterium
Otu2501,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Bacteria;Actinobacteria;MB-A2-108
Otu3111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bacteria;Acidobacteria;Blastocatellia;Blastocatellales;Blastocatellaceae (Subgroup 4);RB41;uncultured bacterium
Otu2607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Bacteria;Planctomycetes;Pla4 lineage;uncultured bacterium
Otu1130,0,3,1,2,0,2,0,5,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,2,3,7,0,Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella
Otu1032,1,3,6,25,24,13,20,8,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,5,6,1,0,Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Edaphobacter;uncultured bacterium
Otu853,0,1,4,2,1,2,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Rhizomicrobium;uncultured bacterium
Otu1987,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,3,2,0,0,3,0,1,3,4,4,3,0,0,0,0,0,0,0,0,0,0,Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Rhodocytophaga
Otu1933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Agromyces
Otu1559,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;uncultured bacterium
Otu1145,0,0,0,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,13,0,0,0,Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales
Otu3345,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,4,1,0,0,0,4,0,0,1,1,11,0,5,0,6,1,0,0,1,19,14,1,1,0,0,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Skermanella;uncultured bacterium
Otu2031,0,0,3,1,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Thermosporotrichaceae;uncultured
Otu2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Saccharibacteria;uncultured bacterium
Otu2344,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales
Otu2984,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Bacteria;Acidobacteria;Subgroup 6
Otu1735,0,0,1,4,1,5,3,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4,0,3,0,Bacteria;Verrucomicrobia;OPB35 soil group;uncultured bacterium
Otu510,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,8,0,2,9,2,7,4,0,0,0,0,4,0,1,0,0,0,Bacteria;Chloroflexi;Thermomicrobia;JG30-KF-CM45;uncultured bacterium
Otu2941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales
Otu227,0,7,11,3,5,6,17,2,1,2,4,3,4,2,1,11,0,1,1,6,0,0,0,17,1,1,0,3,0,1,0,0,0,0,0,0,0,8,2,7,2,5,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;uncultured;uncultured bacterium
Otu1305,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,2,4,0,0,1,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,Bacteria;Chloroflexi;TK10;uncultured bacterium
Otu1910,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,2,4,0,0,2,3,2,0,3,0,0,2,0,0,0,3,0,0,0,0,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Pedomicrobium;uncultured bacterium
Otu918,2,0,0,0,0,0,0,0,2,1,6,0,0,0,1,0,2,1,5,1,4,2,0,1,3,1,0,1,0,0,1,3,0,0,1,0,3,0,0,0,0,0,Bacteria;Actinobacteria;TakashiAC-B11;uncultured bacterium
Otu1851,0,0,1,3,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales
Otu322,1,3,6,1,4,3,2,1,1,4,0,1,4,1,8,2,1,1,2,5,1,0,0,0,0,1,0,2,1,2,1,2,4,2,0,0,2,1,1,1,0,2,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas
Otu2376,0,0,1,5,0,3,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacteraceae (Subgroup 3);Bryobacter
Otu2680,0,1,7,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae (Subgroup 1);uncultured;uncultured bacterium
Otu1099,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Acidobacteria;Blastocatellia;Blastocatellales;Blastocatellaceae (Subgroup 4);Blastocatella
Otu2507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;BIrii41;uncultured bacterium
Otu1652,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae
Otu2272,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,8,0,0,0,0,0,Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacteraceae (Subgroup 3);Bryobacter;uncultured bacterium
Otu1060,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae
Otu2706,0,2,2,1,2,2,0,5,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,5,3,1,Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;uncultured
Otu2713,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacteraceae (Subgroup 3);Bryobacter;uncultured bacterium
Otu759,1,2,0,0,0,0,0,1,4,1,0,0,0,0,5,1,0,0,2,1,0,0,2,0,0,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,Bacteria;Acidobacteria;Blastocatellia;Blastocatellales;Blastocatellaceae (Subgroup 4);Blastocatella;uncultured bacterium
Otu1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,2,0,1,0,1,0,0,0,1,0,0,0,0,0,Bacteria
Otu937,0,2,0,0,3,0,0,1,1,4,2,2,3,2,6,1,2,3,0,0,2,5,2,1,4,1,1,1,1,0,2,2,2,1,4,2,2,2,1,0,1,3,Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Elev-16S-1332;uncultured bacterium
Otu2151,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,Bacteria;Verrucomicrobia;OPB35 soil group
Otu2073,0,0,1,1,0,2,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,Bacteria;Armatimonadetes;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;uncultured bacterium
Otu780,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium;uncultured bacterium
Otu3041,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;uncultured
Otu1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira;uncultured bacterium
Otu2765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,Bacteria;Chloroflexi;Chloroflexia;Kallotenuales;AKIW781;uncultured bacterium
